OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,acres_burned,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,shape__Area,shape__Length
23174,State agency,No entry in FireCode; HD,Hand Sketch,1/13/2011 0:00,2009-CAMVU-005268,2009,WILLOW 3,,5/22/2009 0:00,54.5255836,,,,CAMVU,CA,,5268,,N,,312961.5039,2814.751374
23175,BLM,Named 'Lil Orogande' in FireCode,Unknown,1/20/2011 0:00,2009-NMLCD-EW1P,2009,Lil Orogrande,,5/8/2009 12:00,1337.839112,,EW1P,,NMLCD,NM,,,,N,,7610962.109,20434.85436
23176,State agency,Perimeter from TFS-No fire num,Unknown,4/28/2009 0:00,2009-TX,2009,Petrolia,,4/12/2009 0:00,581.5526905,,,,TX,TX,,,,N,,3432402.793,12313.09754
23177,NPS,"Triplicate FireCode entries E1CA, E0TH",Unknown,7/8/2009 0:00,2009-ORCLP-090003,2009,Desert Ridge,,7/6/2009 0:00,1.94890334,,E1CE,,ORCLP,OR,,90003,,N,,14779.375,602.412138
23178,Local agency,GPS,GPS-Unknown Travel Method,11/7/2011 0:00,2009-COMFX-000476,2009,64 West,,9/2/2009 0:00,24.99515704,,E6E3,,COMFX,CO,,476,,N,,175178.0586,2248.528
23179,BLM,GPS Walked,GPS-Walked,9/2/2009 0:00,2009-IDBOD-000484,2009,MM12 Hwy21,,8/3/2009 0:00,9.69964831,,E32R,,IDBOD,ID,,484,,N,,74728.97266,1190.934663
23180,State agency,FIMT,Unknown,8/31/2009 0:00,2009-CABEU-002830,2009,Gloria,,8/30/2009 0:29,6391.886172,,E50C,,CABEU,CA,,2830,,N,,40071055.1,36392.98667
23181,BLM,GPS,GPS-Unknown Travel Method,5/6/2011 0:00,2009-WYWAX-000195,2009,Duck,,7/23/2009 15:15,3.71711474,,E2TL,,WYWOD,WY,,195,,N,,29120.66797,1134.007383
23182,USFS,GPS,GPS-Unknown Travel Method,9/29/2009 0:00,2009-MTFNF-000052,2009,Baldy,,9/27/2009 0:00,245.9401479,,E7SW,,MTFNF,MT,,52,,N,,2223295.453,8202.515775
23183,NPS,FSPro,Unknown,7/28/2009 0:00,2009-WANCP-000061,2009,Panther Creek,,7/15/2009 0:00,211.1875175,,E0DT,,WANCP,WA,,61,,N,,1959908.453,5966.125242
23184,USFS,Named 'Big Ship Ridge' in FireCode; IR,Infrared Image,10/1/2009 0:00,2009-ORWWF-000537,2009,Big Sheep,,10/1/2009 1:01,3170.192624,,E7VN,,ORWWF,OR,,537,,N,,26063826.67,33343.8538
23185,Local agency,No entry in FireCode,Unknown,10/2/2009 0:00,2009-CALAC-9194372,2009,PV,,8/28/2009 11:00,234.2769235,,,,CALAC,CA,,194372,,N,,1374981.039,8423.842093
23186,BIA,Named 'Highway 155 MP 38' in FireCode,Unknown,9/21/2009 0:00,2009-WACOA-000304,2009,Milepost 38,,9/18/2009 17:00,1909.857343,,E7CD,,WACOA,WA,,304,,N,,17318880.56,23991.55446
23187,State agency,Named 'Fire 281' in FireCode; DOFFire 904281,Unknown,8/7/2009 0:00,2009-AKSWS-904281,2009,North Fork,,6/21/2009 0:00,4.14107761,,EY94,,AKSWS,AK,,904281,,N,,81683.23438,1134.467589
23188,BLM,GPS Driven,GPS-Driven,10/2/2009 0:00,2009-IDTFD-000339,2009,Kimama,,9/12/2009 0:00,71.26383596,,E6L9,,IDTFD,ID,,339,,N,,536635.3281,4870.489624
23189,Local agency,GPS Walked/Driven,GPS-Walked/ Driven,10/2/2009 0:00,2009-IDEIX-009026,2009,Reservoir Road,,9/22/2009 0:00,147.5685266,,E7LS,,IDEIX,ID,,9026,,N,,1114803.633,6069.755748
23190,BLM,,Unknown,3/29/2013 0:00,2009-UTSLD-000332,2009,Goshute,,7/9/2009 0:00,2.85383425,,E1FU,,UTSLD,UT,,332,,N,,19934.83203,928.9503525
23191,State agency,Named 'Fire 152' in FireCode; DOFFire 904152,Unknown,8/12/2009 0:00,2009-AKSWS-904152,2009,Tonclonukna Creek,,8/12/2009 2:00,164318.8733,,EW76,,AKSWS,AK,,904152,,N,,3277442768,828785.1102
23192,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-001873,2009,SARGENTS 2,,6/13/2009 0:00,33.99057096,,,,CA,CA,,1873,,N,,210252.5,3136.510391
23193,BLM,Named 'Dodge (R-4)' in FireCode,Unknown,10/29/2009 0:00,2009-CANOD-003700,2009,Dodge,,8/1/2009 0:00,81.5672716,,E3V0,,CANOD,CA,,3700,,N,,579256.5508,5877.394652
23194,NPS,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAYNP-001248,2009,COTTONWOOD,,5/18/2009 9:00,93.84762539,,EW1U,,CAYNP,CA,,1248,,N,,611029.5117,3684.498197
23195,Local agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-096897,2009,PALMER,,8/13/2009 0:00,139.9771901,,,,CA,CA,,96897,,N,,841654.125,5143.010477
23196,BLM,GPS Helicopter,GPS-Flight,2/8/2010 0:00,2009-ORPRD-000147,2009,Green Grass,,6/1/2009 10:00,1303.913382,,EX25,,ORPRD,OR,,147,,N,,10624782.06,19257.8742
23197,State agency,,Unknown,2/16/2010 0:00,2009-AZA3S-090281,2009,Mule Pass,,5/18/2009 13:21,124.9663147,,EW0Q,,AZA3S,AZ,,90281,,N,,697087.3789,6595.935826
23198,BLM,GPS,GPS-Unknown Travel Method,9/15/2010 0:00,2009-COGRD-000144,2009,Roan Cliffs,,7/7/2009 13:18,793.6933889,,E1BK,,COGRD,CO,,144,,N,,5398544.832,13072.31164
23199,BLM,No entry in FireCode,Unknown,9/15/2010 0:00,2009-CO,2009,Samson,,7/15/2009 0:00,35.83665723,,,,CO,CO,,,,N,,242841.6289,2113.297627
23200,USFS,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAINF-000020,2009,Black Jack,,7/18/2009 0:00,270.8955951,,,,CAINF,CA,,20,,N,,1718406.664,9006.574694
23201,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-008219,2009,JORDAN,,7/15/2009 0:00,24.43182593,,,,CA,CA,,8219,,N,,167843.2656,1691.573199
23202,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-005998,2009,KNEELAND,,10/8/2009 0:00,25.67794681,,,,CA,CA,,5998,,N,,180776.9102,2491.532465
23203,State agency,No entry in FireCode,Unknown,1/13/2011 0:00,2009-CA-018891,2009,GRANDE IC,,3/2/2009 0:00,67.66877189,,,,CA,CA,,18891,,N,,394696.1797,2412.95417
23204,BLM,GPS,GPS-Unknown Travel Method,5/6/2011 0:00,2009-WYBHX-000170,2009,Lower Nowood,,7/14/2009 13:00,0.98652083,,E1WU,,WYWOD,WY,,170,,N,,7768.136719,475.0248951
23205,BIA,Named 'Mill Crk #4' in FireCode,Unknown,1/13/2011 0:00,2009-CAHIA-090221,2009,Mill Creek 4,,10/7/2009 0:00,2831.113526,,E76D,,CAHIA,CA,,90221,,N,,20257300.93,28481.52157
23206,State agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAFKU-008327,2009,MORGAN,,7/13/2009 12:55,29.25721362,,E1SY,,CAFKU,CA,,8327,,N,,186016.1484,2668.58405
23207,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-012561,2009,NELSON,,6/25/2009 0:00,71.2717272,,,,CA,CA,,12561,,N,,476598.1016,3163.868791
23208,USFS,No entry in FireCode,Unknown,1/13/2011 0:00,2009-CA-000076,2009,NORTH,,11/14/2009 0:00,43.50022776,,,,CA,CA,,76,,N,,289366.8594,2825.344815
23209,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-000288,2009,RANCH,,1/15/2009 0:00,124.5344747,,,,CA,CA,,288,,N,,871672.9023,5074.886509
23210,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA-006415,2009,RIVERBOTTOM,,3/29/2009 0:00,83.00683396,,,,CA,CA,,6415,,N,,559399.4219,3610.127339
23211,Local,GPS,GPS-Unknown Travel Method,1/16/2013 0:00,2009-WYWAX-000105,2009,PARK,,6/23/2009 14:35,13.51436791,,EZ17,,WYWAX,WY,,105,,N,,105479.4219,1492.332442
23212,Local agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAKRN-017846,2009,ROUND,,6/24/2009 0:00,277.9881259,,EZP4,,CAKRN,CA,,17846,,N,,1701060.105,7915.587431
23213,State agency,GPS helicopter,GPS-Flight,2/11/2011 0:00,2009-AZA2S2-090563,2009,Turkey Track,,8/27/2009 0:00,294.506069,,E5F1,,AZAS2,AZ,,90563,,N,,1840919.445,7852.05872
23214,BLM,GPS,GPS-Unknown Travel Method,5/6/2011 0:00,2009-WYCDS-000205,2009,Bench,,7/26/2009 14:37,335.0545154,,E26Q,,WYCOD,WY,,205,,N,,2692522.52,13692.98909
23215,BLM,GPS,GPS-Unknown Travel Method,5/6/2011 0:00,2009-WYHOX-000260,2009,Canyon,,8/11/2009 16:28,1.52558327,,E4Z1,,WYWOD,WY,,260,,N,,11727.36328,716.2949595
23216,BLM,GPS,GPS-Unknown Travel Method,1/16/2013 0:00,2009-WYWBD-000326,2009,TAR PAPER SHACK,,9/3/2009 15:00,58.94450142,,E6HT,,WYWBD,WY,,326,,N,,455920.6758,4505.782282
23217,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-MTBRF-005176,2009,Eagle,,8/30/2009 0:00,212.7281338,,,,MTBRF,MT,,5176,,N,,1773561.906,5111.840883
23218,BLM,GPS,GPS-Unknown Travel Method,5/6/2011 0:00,2009-WYCDS-000192,2009,Sawmill,,7/23/2009 0:00,50.01446613,,E2RM,,WYLND,WY,,192,,N,,375659.0352,4247.836736
23219,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-MTBRF-005173,2009,Bad Luck,,8/29/2009 0:00,154.2784617,,,,MTBRF,MT,,5173,,N,,1289122.383,4208.584523
23220,State agency,GPS; Named 'Fire 214' in FireCode,GPS-Unknown Travel Method,7/1/2011 0:00,2009-AKTAS-913214,2009,Ladue River,,10/2/2009 0:00,23528.19394,,EX64,,AKTAS,AK,,913214,,N,,469306833.4,178304.1162
23221,Local agency,GPS,GPS-Unknown Travel Method,11/7/2011 0:00,2009-COMFX-000331,2009,Allred,,8/3/2009 0:00,2065.31121,,E37B,,COMFX,CO,,331,,N,,14485140.33,22705.66415
23222,BLM,GPS,GPS-Unknown Travel Method,11/7/2011 0:00,2009-COSLD-000321,2009,Wild Cow,,7/31/2009 0:00,291.9314838,,E3UQ,,COLSD,CO,,321,,N,,2046525.734,9572.314919
23223,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-AZCOF-000087,2009,Cinder Hills,,7/21/2009 19:15,255.851899,,E4MQ,,AZCOF,AZ,,87,,N,,1558933.309,7790.348838
23224,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-AZCOF-000034,2009,Point,,5/31/2009 16:02,1295.677755,,EX6N,,AZCPF,AZ,,34,,N,,7722290.105,18446.63245
23225,USFS,,Unknown,1/8/2013 0:00,2009-AZCNF-000023,2009,103,,4/18/2009 11:34,313.6120273,,EUT6,,AZCNF,AZ,,23,,N,,1744780.441,6374.616796
23226,BLM,,Unknown,2/12/2013 0:00,2009-NVELD-000243,2009,Quaking Aspen,,10/6/2009 0:00,295.4767153,,E7VM,,NV_ELD,NV,,243,,N,,1941123.977,10768.14799
23227,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-NMGNF-000399,2009,Trigger,,7/27/2009 14:56,377.6252633,,E3HP,,NMGNF,NM,,399,,N,,2179561.277,16191.15902
23228,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-NMGNF-000239,2009,Joshua,,6/12/2009 0:00,129.4806598,,,,NMGNF,NM,,239,,N,,761886.875,7591.23994
23229,BLM,GPS-Walk,GPS-Walked,2/12/2013 0:00,2009-NVCCD-000711,2009,Washington,,7/19/2009 0:00,81.59721044,,E2FS,,NVCCD,NV,,711,,N,,565216.8633,4180.557019
23230,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-NMGNF-000334,2009,Moore,,7/11/2009 16:25,4035.884567,,E1M3,,NMGNF,NM,,334,,N,,23397118.09,28577.44827
23231,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-NMGNF-000313,2009,Allie,,7/7/2009 15:36,398.0151683,,E1UE,,NMGNF,NM,,313,,N,,2292603.863,8736.259167
23232,BLM,GPS,GPS-Unknown Travel Method,3/29/2013 0:00,2009-UTMOD-009163,2009,Westwater 3,,7/28/2009 0:00,208.779816,,E3KK,,UTMOD,UT,,9163,,N,,1401966.059,8379.0112
23233,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-AZKNF-000455,2009,Cross,,7/1/2009 14:12,7721.94867,,E0HM,,AZKNF,AZ,,455,,N,,46746469.96,47470.39247
23234,BLM,,Unknown,3/29/2013 0:00,2009-UTSCS-000223,2009,Coyote Knoll,,8/14/2009 0:00,247.2280553,,E5AM,,UTRID,UT,,223,,N,,1697373.648,12899.07019
23235,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-AZKNF-000605,2009,Rae,,7/23/2009 0:00,1393.033229,,,,AZKNF,AZ,,605,,N,,8616222.48,18674.49809
23236,BLM,GPS helicopter,GPS-Flight,1/8/2013 0:00,2009-NVCCD-000659,2009,Trailer 1,,7/18/2009 15:07,1348.191696,,E1ZF,,NVCCD,NV,,659,,N,,9286911.129,18530.26155
23237,BLM,GPS helicopter,GPS-Flight,1/8/2013 0:00,2009-NVCCD-000660,2009,Red Rock,,7/18/2009 0:00,10540.43649,,,,NVCCD,NV,,660,,N,,72284310.91,73806.83733
23238,BLM,GPS; named 'IA246' in FireCode,GPS-Unknown Travel Method,9/30/2013 0:00,2009-COGRD-000246,2009,Buniger,,7/25/2009 0:00,382.185196,,E2QZ,,COGRD,CO,,246,,N,,2596108.188,10040.6493
23239,USFS,,Unknown,3/5/2012 0:00,2003-IDPAF-000037,2003,Rainbow,,7/8/2003 0:00,211.7980725,,,,IDPAF,ID,,37,,N,,1714199.031,7468.330338
23240,BLM,GPS helicopter,GPS-Flight,1/8/2013 0:00,2009-NVCCD-000987,2009,Hoyt,,8/24/2009 0:00,10678.17271,,E5JJ,,NVCCD,NV,,987,,N,,73268107.01,48520.05953
23241,USFS,GPS Walked,GPS-Walked,4/19/2010 0:00,2009-IDNPF-000217,2009,Lightning,,9/30/2009 0:00,347.4067159,,E4H5,,IDNPF,ID,,217,,N,,2857036.953,8486.720127
23242,State Agency,Named 'Kingview' in FireCode,Unknown,2/12/2013 0:00,2009-NVNWS-001121,2009,Kingsview,,9/18/2009 0:00,5.59890985,,E61Y,,NVNWS,NV,,1121,,N,,37731.67188,1293.097079
23243,BLM,GPS,GPS-Unknown Travel Method,3/29/2013 0:00,2009-UTMOD-009160,2009,Westwater 2,,7/28/2009 0:00,37.56090194,,E3KH,,UTMOD,UT,,9160,,N,,252426.2461,4338.739654
23244,BLM,GPS,GPS-Unknown Travel Method,3/29/2013 0:00,2009-UTCCD-090061,2009,Saw Mill,,4/22/2009 0:00,31.23941452,,EU37,,UTCCD,UT,,90061,,N,,199064.7422,2393.487404
23245,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Valley,,7/3/2003 0:00,129.8911208,,,,CA,CA,,,,N,,805184.1055,4566.231244
23246,USFS,FIMT,Unknown,8/5/2009 0:00,2009-CASTF-002207,2009,Knight,,8/4/2009 18:00,6094.003616,,E27J,,CASTF,CA,,2207,,N,,39964549.65,50260.23577
23247,Local agency,GPS air,GPS-Flight,10/14/2010 0:00,2009-CORBX-000374,2009,Scenery Gulch,,8/7/2009 0:00,379.4407652,,E4RG,,CORBX,CO,,374,,N,,2628550.672,7895.950542
23248,State agency,FIMT; Named ’Siskiyou Blvd’ in FireCode,Unknown,9/23/2009 0:00,2009-OR71S-010910,2009,Siskiyou,,9/22/2009 20:41,190.7014654,,E7J0,,OR71S,OR,,10910,,N,,1405513.695,6218.545758
23249,USFS,,Unknown,9/30/2009 0:00,2009-MTFNF-000033,2009,Gabe Creek,,9/28/2009 17:30,1902.626561,,E6MX,,MTFNF,MT,,33,,N,,16814485.45,21005.85893
23250,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-AZCOF-000118,2009,Bow,,9/2/2009 15:53,2943.570044,,E7BQ,,AZCOF,AZ,,118,,N,,17630968.16,24699.81519
23251,BIA,GPS helicopter,GPS-Flight,1/8/2013 0:00,2009-NVWNA-E3YG,2009,Wildcat,,8/5/2009 0:00,2264.858941,,E3YG,,NVWNA,NV,,,,N,,15733732.57,26374.9232
23252,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,West,,6/6/2003 0:00,110.5341158,,,,CA,CA,,,,N,,663505.75,5689.48181
23253,USFS,GPS,GPS-Unknown Travel Method,1/8/2013 0:00,2009-AZKNF-000602,2009,Miller,,7/23/2009 13:20,3162.162003,,E23K,,AZKNF,AZ,,602,,N,,19541039.05,23529.20016
23254,Unknown,,GPS-Unknown Travel Method,9/15/2010 0:00,2003-COGJX-000297,2003,Carr,,7/15/2003 0:00,108.9124448,,,,COGJX,CO,,V847,,N,,741585.2148,4207.950197
23255,Unknown,,GPS-Unknown Travel Method,9/15/2010 0:00,2003-COGJD-000367,2003,Maverick,,7/22/2003 0:00,1136.192654,,,,COGJD,CO,,367,,N,,7556374.621,12766.74908
23256,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,10,,9/3/2003 0:00,212.8833888,,,,CA,CA,,,,N,,1475481.66,5834.465511
23257,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,4_2,,9/3/2003 0:00,304.0030546,,,,CA,CA,,,,N,,2062429.613,7711.50477
23258,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Alvarado,,6/11/2003 0:00,57.22773733,,,,CA,CA,,,,N,,354123.2188,3590.50005
23259,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Boardman,,9/3/2003 0:00,511.3513224,,,,CA,CA,,,,N,,3479700.551,10813.4918
23260,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Timber,,9/5/2003 0:00,313.6278141,,,,CA,CA,,,,N,,2268470.23,8647.555183
23261,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Triplett,,9/3/2003 0:00,1.59452689,,,,CA,CA,,,,N,,10851.07813,452.1309751
23262,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Valley,,6/25/2003 0:00,52.14430005,,,,CA,CA,,,,N,,349867.5586,2464.436108
23263,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Barranca,,6/30/2003 0:00,259.7691957,,,,CA,CA,,,,N,,1520445.887,6180.250441
23264,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Frazier,,7/8/2003 0:00,697.8771835,,,,CA,CA,,,,N,,4337470.426,9065.252048
23265,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Bird 1,,6/1/2003 0:00,7876.475349,,,,CA,CA,,,,N,,50799113.78,39033.6114
23266,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Border 2,,8/13/2003 0:00,112.706757,,,,CA,CA,,,,N,,644502.3789,5164.997796
23267,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Friday,,6/29/2003 0:00,388.8528292,,,,CA,CA,,,,N,,2756258.41,10424.79732
23268,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Brushy,,9/3/2003 0:00,198.6971508,,,,CA,CA,,,,N,,1330299.461,6850.857178
23269,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Castle,,7/12/2003 0:00,156.1371144,,,,CA,CA,,,,N,,977989.1641,5117.336847
23270,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Cedar 3,,9/3/2003 0:00,1.14608455,,,,CA,CA,,,,N,,7820.183594,361.381623
23271,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Chimney,,8/10/2003 0:00,1109.83529,,,,CA,CA,,,,N,,6716205.332,12418.32866
23272,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Chuckwagon,,6/25/2003 0:00,82.05070427,,,,CA,CA,,,,N,,535462.8359,4718.914573
23273,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Garden,,9/1/2003 0:00,60.72318171,,,,CA,CA,,,,N,,407782.6172,2947.342344
23274,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Codfish,,8/31/2003 0:00,841.4260561,,,,CA,CA,,,,N,,5660355.215,13724.10773
23275,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Dodge,,7/24/2003 0:00,40.16593541,,,,CA,CA,,,,N,,285634.3164,3991.112979
23276,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Gorman,,9/27/2003 0:00,175.1571492,,,,CA,CA,,,,N,,1053409.441,6073.996457
23277,USFS,,GPS-Unknown Travel Method,3/5/2012 0:00,2003-UTNWS-000584,2003,Little Rock Canyon,,8/15/2003 0:00,102.8449793,,,,UTNWS,UT,,584,,N,,716141.1992,5090.330464
23278,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Dexter,,9/2/2003 0:00,2459.745259,,,,CA,CA,,,,N,,15979014.18,27134.19985
23279,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Greig,,7/13/2003 0:00,419.2587225,,,,CA,CA,,,,N,,2707134.059,11443.42125
23280,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Rainbow,,7/6/2003 0:00,15.58125917,,,,CA,CA,,,,N,,108576.6875,1343.408017
23281,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Dow,,9/27/2003 0:00,28.79298716,,,,CA,CA,,,,N,,203168.8359,2561.349634
23282,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Dulce,,7/5/2003 0:00,151.590175,,,,CA,CA,,,,N,,904824.1016,5365.391435
23283,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Fourty,,7/1/2003 0:00,167.2537492,,,,CA,CA,,,,N,,1119626.254,4238.561274
23284,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Halfway,,7/30/2003 0:00,34.2722913,,,,CA,CA,,,,N,,211310.7031,2601.931132
23285,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,June,,9/30/2003 0:00,50.43276942,,,,CA,CA,,,,N,,327617.7539,3464.384329
23286,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Mathews,,8/23/2003 0:00,234.6101778,,,,CA,CA,,,,N,,1378261.227,5456.074062
23287,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Highoak,,9/24/2003 0:00,23.79471165,,,,CA,CA,,,,N,,150081.4219,2781.567569
23288,Unknown,,Unknown,9/27/2010 0:00,2003-CAYNP-000261,2003,Kibbie,,7/20/2003 0:00,35.96742332,,,,CAYNP,CA,,261,,N,,235136,3288.127485
23289,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Parkhill,,7/20/2003 0:00,1196.853016,,,,CA,CA,,,,N,,7308806.555,15496.20868
23290,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Lightning 23,,8/26/2003 0:00,777.7208093,,,,CA,CA,,,,N,,5041901.406,14857.29081
23291,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Little,,7/30/2003 0:00,49.6171851,,,,CA,CA,,,,N,,304237.7813,2771.428552
23292,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Los Alamos,,8/23/2003 0:00,302.7939501,,,,CA,CA,,,,N,,1817453.941,8178.208825
23293,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Mcgee,,9/3/2003 0:00,8.03514795,,,,CA,CA,,,,N,,51899.76563,1191.686768
23294,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Michaels,,9/15/2003 0:00,388.8318342,,,,CA,CA,,,,N,,2403584.738,7939.616488
23295,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Midway,,7/30/2003 0:00,54.30683599,,,,CA,CA,,,,N,,329754.0508,2940.670045
23296,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Nature,,6/23/2003 0:00,617.3204726,,,,CA,CA,,,,N,,4249017.074,15935.80918
23297,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Highway,,7/12/2003 0:00,142.2237583,,,,CA,CA,,,,N,,934018.4609,4107.957687
23298,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Mine,,7/5/2003 0:00,114.6289947,,,,CA,CA,,,,N,,673107.4648,4512.155336
23299,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,No Name,,1/1/2003 0:00,2713.938017,,,,CA,CA,,,,N,,15772591.22,16731.29191
23300,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Panoche,,4/30/2003 0:00,290.828998,,,,CA,CA,,,,N,,1838012.98,6903.090456
23301,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Panoche,,8/2/2003 0:00,84.0326285,,,,CA,CA,,,,N,,528785.8086,3492.751255
23302,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Ram,,7/20/2003 0:00,182.7522701,,,,CA,CA,,,,N,,1288175.051,7668.029533
23303,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Rattlesnake,,7/29/2003 0:00,164.2366842,,,,CA,CA,,,,N,,1126806.242,5978.568792
23304,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Ray,,9/4/2003 0:00,202.7468669,,,,CA,CA,,,,N,,1428025.773,6993.181258
23305,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Red Rock,,9/3/2003 0:00,33.11330047,,,,CA,CA,,,,N,,225801.2305,2187.575722
23306,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Rezz,,7/9/2003 0:00,12.35287448,,,,CA,CA,,,,N,,76570.77734,1336.689084
23307,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Ridge,,8/15/2003 0:00,48.70955325,,,,CA,CA,,,,N,,341011.4766,3173.560947
23308,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Shelly,,6/13/2003 0:00,106.9998516,,,,CA,CA,,,,N,,699990.2109,4138.86874
23309,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Hwy26 2,,8/31/2003 0:00,101.4237203,,,,CA,CA,,,,N,,666537.0391,4645.068385
23310,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Rock,,9/5/2003 0:00,19.13697678,,,,CA,CA,,,,N,,140283.0781,2274.371829
23311,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Sacket,,6/30/2003 0:00,192.4163724,,,,CA,CA,,,,N,,1273655.641,4426.079211
23312,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Sierra,,7/9/2003 0:00,26.91961225,,,,CA,CA,,,,N,,179984.875,1749.621602
23313,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Seventy,,6/24/2003 0:00,608.4299608,,,,CA,CA,,,,N,,4134764.469,10128.53206
23314,Unknown,,Unknown,9/27/2010 0:00,2003-CA,2003,Skedaddle,,7/23/2003 0:00,285.8360654,,,,CA,CA,,,,N,,1998116.152,8871.123881
